Date,Outbound Post,Total Engagements (SUM),Post Likes And Reactions (SUM),Post Comments (SUM),Post Shares (SUM),Post Reach (SUM),Estimated Clicks (SUM)
2025-01-02,This message has no text.,0,0,0,0,12,0
2025-01-02,This message has no text.,0,0,0,0,12,0
2025-01-02,This message has no text.,0,0,0,0,12,0
2025-01-02,This message has no text.,0,0,0,0,12,0
2025-01-02,This message has no text.,0,0,0,0,12,0
2025-01-02,This message has no text.,0,0,0,0,12,0
2025-01-02,"Thank you to everyone that came out for the Polar Bear Plunge. What a great way to start the New Year out!! 

mccscp.com/lifeguards

 #Aquatics #CampPendleton #semperfitcp #iamsemperfit",1,1,0,0,17,0
2025-01-02,"📚✨ First Storytime of 2025! ✨📚

Kick off the new year with some fun at the Mainside (Patrick J. Carney) Library! 🎉

🗓 When: Friday, January 3rd, 2025
⏰ Time: 9:30 AM
📍 Where: Mainside (Patrick J. Carney) Library

💫 Storytime Fun – Cozy up for stories, songs, and playtime perfect for little ones! 🐻📖

👶 Baby Stay and Play – Stick around after Storytime for our Baby Stay and Play, where babies and toddlers can explore, play, and make new friends! 🧸💕

It’s going to be a morning full of giggles, fun, and new memories—see you there! 🌟",4,2,0,2,588,0
2025-01-02,"Thank you to everyone that came out for the Polar Bear Plunge. What a great way to start the New Year out!! 

mccscp.com/lifeguards

 #Aquatics #CampPendleton #semperfitcp #iamsemperfit",0,0,0,0,0,0
2025-01-02,"Let's hear it for everyone who came out and started their new year with us! 🐻‍❄️ We had some brave bears and cubs come out to swim with us yesterday, and we hope to see you at many more Aquatics events and lessons this year.

Is this your first polar bear plunge, or are you a seasoned veteran? Let us know! 👇 More Polar Plunge photos can be found at the link below.

#newyear #coldplunge #polarplunge",12,11,1,0,575,0
2025-01-02,"We want to hear your New Year’s resolutions! Ours is to do more cold plunges. 😉❄️ 

Whatever goals you set for this year, we hope they include aspects of both physical AND mental wellness - let us know down below! 👇",65,58,0,7,1301,0
2025-01-02,"🎉 WINDWARD PAINTBALL GRAND RE-OPENING GIVEAWAY WINNER ANNOUNCEMENT! 🎉

CONGRATULATIONS to our 5 lucky winners:
@moon_light_mommy on Instagram
@map0133 on Instagram (Redraw)
Guadalupe Campos on Facebook
Roxanna Tribble on Facebook
@pmpkn_ator on Instagram

You have each won FREE admission and rental package for FOUR (4) people during the Grand Re-Opening of Windward Paintball on Bellows Air Force Station in Waimanalo on January 4 and 5!* 🎯

To claim your prize, please contact MCCS Hawaii Marketing at (808) 254-7679 during normal business hours.

Windward Paintball boasts the only woodsball field on the island, with over an acre of playing area. Play paintball in natural terrain, including wooded areas, open sandy areas, grassy knolls, and wooden bunkers. To learn more about Windward Paintball, visit: windwardpaintball.com

* Prizes must be used during Grand Re-Opening weekend January 4 or 5.

Congratulations again to all our winners!

This promotion was open to Marine Corps Base Hawaii employees and residents 18 years of age & older. No purchase was necessary. Winners were randomly selected. No cash value. This promotion was in no way sponsored, endorsed, administered by, or associated with Facebook or Instagram. No DoD or USMC endorsement intended.

**NOTE: Please be aware of any scammers/phishing attempts. MCCS Hawaii will never send or request for you to click on a link in order to redeem your prize.**

#windwardpaintball #giveaway #mccshawaii #mcbhawaii #mcbh",5,5,0,0,428,0
2025-01-02,"UPDATE - Resolved 1/3/25

🚨 CLOSURE ALERT! 🚨

Due to technical difficulties, unmanned access to our fitness centers is currently UNAVAILABLE. 

We apologize for the inconvenience and thank you for your patience as we work to resolve the issue.",11,8,1,2,5745,0
2025-01-02,Perfect casting choice...,1,1,0,0,124,0
2025-01-02,This message has no text.,0,0,0,0,295,0
2025-01-02,"🍎 Is your child entering kindergarten this year? 

Register today for our Kindergarten Transition Workshop, taking place Feb 4!
⏰ 9-10:30am OR 3:30-5pm
📍 Child Development Center, Bldg 1085

📕 Learn about schooling options, how to enroll, bus transportation, school age care, and more! Our school liaison will also be present to answer any of your questions. Register by calling (928) 269-5373 today, and leave any questions down below! 👇 ",9,8,0,1,199,0
2025-01-02,"🍎 Is your child entering kindergarten this year? 

Register today for our Kindergarten Transition Workshop, taking place Feb 4!
⏰ 9-10:30am OR 3:30-5pm
📍 Child Development Center, Bldg 1085

📕 Learn about schooling options, how to enroll, bus transportation, school age care, and more! Our school liaison will also be present to answer any of your questions. Register by calling (928) 269-5373 today, and leave any questions down below! 👇",3,2,0,1,476,0
2025-01-02,"This month the island’s flowers begin to bloom, signaling that it’s high time for us to start making plans for Valentines Day! 

🌹 If you’re looking to spend an enchanting evening with your significant other, look no further than the Be Mine Tonight event on Friday, February 14 at Butler Officers’ Club in Plaza Housing. Enjoy complimentary hors d' oeuvres and champagne, followed by a 7-course culinary adventure beginning at 7 p.m. 

➡️ Registration is required and tickets are available on Eventbrite for $65 per person. For more information and to register, visit https://www.okinawa.usmc-mccs.org/activity/d913880c-5001-4ad1-b762-0bf9e373ba43.",7,7,0,0,1905,0
2025-01-02,"Aloha! Have you tried Island Grindz, our new food truck, yet? Flex's favorite Hawaiian plate lunch is the Huli Huli Chicken! 😋

🌺 Upcoming schedule: 

🗓️ January 3 📍 Kinser Library 
⏰ 10:30 a.m.–1:30 p.m.

🗓️ January 7 📍 Futenma SMP
⏰ 10:30 a.m.–1:30 p.m.

🗓️ January 8 📍 Camp Foster - Gunners Fitness Center
⏰ 10:30 a.m.–1:30 p.m.

🗓️ January 9 📍 Kinser Library
⏰ 10:30 a.m.–1:30 p.m.

🗓️ January 10 📍Camp Courtney Bowling Center
⏰ 10:30 a.m.–1:30 p.m.

Check out our website to see where the truck will be next!
www.okinawa.usmc-mccs.org/islandgrindz.",11,11,0,0,1643,0
2025-01-02,"Step into the New Year with fresh kicks! ✨ Shoes are BOGO 50% off at your MCX—don’t 'sneak' away from this deal, grab yours today! 👟🩴🥾",9,9,0,0,1339,0
2025-01-02,This message has no text.,0,0,0,0,447,0
2025-01-02,This message has no text.,0,0,0,0,447,0
2025-01-02,This message has no text.,0,0,0,0,447,0
2025-01-02,This message has no text.,1,1,0,0,2,0
2025-01-02,MCCS Okinawa - Comic Con updated their cover photo.,1,1,0,0,246,0
2025-01-02,This message has no text.,0,0,0,0,0,0
2025-01-02,This message has no text.,0,0,0,0,0,0
2025-01-02,This message has no text.,0,0,0,0,0,0
2025-01-02,This message has no text.,0,0,0,0,0,0
2025-01-02,This message has no text.,0,0,0,0,0,0
2025-01-02,"Recovery from substance abuse is achievable. For guidance, reach out to the Substance Assessment and Counseling Center at 760-830-6376.",0,0,0,0,298,0
2025-01-02,This message has no text.,0,0,0,0,0,0
2025-01-02,This message has no text.,0,0,0,0,0,0
2025-01-02,"💚 New Hours: Infinitea 🌱

Operating hours have changed at both Infinitea locations. Swing by and enjoy their delicious boba, sandwiches, smoothies, and more!

📍 Infinitea Selden Street
🕔 Monday - Sunday | 5:00 AM - 4:00 PM

📍 Infinitea Mokapu Mall
🕙 Monday - Sunday | 10:00 AM - 5:00 PM

#MCCSHawaii #bobatea #MCBH #Infinitea",2,2,0,0,743,0
2025-01-02,"Dive into Wonder at Churaumi Aquarium 🐋💙

Immerse yourself in the breathtaking underwater world of the Churaumi Aquarium. Marvel at majestic whale sharks and graceful manta rays gliding through massive tanks, among countless other marine wonders.

🗓️Date : Sunday, January 19, 2025
Time :  09:00 am - 05:00 pm

Beyond the Aquarium:

Early Spring Experience 🌷:
Don't miss the annual Tulip Fair in January 2025! A beloved event, it showcases a vibrant display of colorful tulips against the backdrop of the beautiful Okinawan landscape.

Dolphin Show 🐬: Be amazed by the intelligence and agility of these magnificent creatures in a captivating performance.

Okinawan Village🌿: Experience the rich culture and history of Okinawa through traditional crafts, demonstrations, and cultural performances.
Emerald Beach ⛱️: Relax on the pristine shores of Emerald Beach, enjoying the crystal-clear waters and stunning scenery.

For more information and sign up: 
📞098-971-3502
🌐 https://www.okinawa.usmc-mccs.org/activity/91021a84-0574-433e-9d70-95ce6845c2ed",2,2,0,0,567,0
2025-01-02,"Join New Parent Support for a morning of fun and connection!

Bring your little ones aged birth to 5 years to discover and explore a world of toys, crafts, games, music and more. Moms and Dads, it is not all about play, this is a golden opportunity for YOU to connect with fellow parents. Let's embark on the adventure of parenting together!

All Authorized Patrons are welcome.",0,0,0,0,10,0
2025-01-02,"🌲 Zip Line through the Forest Adventure Park 🌲

One day in the trees at Forest Adventure Onna is all about fun, challenging yourself, and unleashing your inner monkey! 🐵

There are jungle zip trip courses and 1 adventure course with zip lines, suspended bridges, and our adrenaline-rushing Tarzan swing! ✨
Come out and experience a unique adventure that's perfect for families and friends to enjoy together, and discover the stunning ocean view while swinging through the forest!🌳 

🧾Ticket price: $27 
📍Locations : Forest Adventure in Onna 

Please visit our offices to purchase tickets. We will then make a reservation for you!✨

Minimum Height: 4’7” or Children the 4th grader in an elementary school or older | Maximum Weight: 285lbs 

*Junior high school students and under must be accompanied by an adult (+18).
*One guardian can accompany up to 3 children.

For reservations, tickets, and more info: 
📞 098-971-3502
Foster  /  Mon - Sat  /  10 am - 6 pm
Hansen  /  Mon - Fri  / 9am - 5 pm
Schwab  / Tue, Thu  / 10 am - 6pm",8,5,2,1,886,0
2025-01-02,"Throughout January, visit an MCCS club near you to dance your night away as UPPERBOX blends R&B, Rock, Retro, the latest hits and more!

Check out the upcoming performance schedule below: 

 🗓️ Friday, January 3 | 7–10 p.m. 
 📍Bayview Enlisted Club, Camp Courtney

 🗓️ Saturday, January 4 | 8–11 p.m. 
 📍The Palms, Camp Hansen

Visit our website for more information and to find out where you can see them in action: https://www.okinawa.usmc-mccs.org/dining-entertainment/entertainment-events/entertainment/upperbox.",24,17,0,7,1875,0
2025-01-02,This message has no text.,0,0,0,0,83,0
2025-01-02,This message has no text.,0,0,0,0,83,0
2025-01-02,This message has no text.,0,0,0,0,83,0
2025-01-02,This message has no text.,0,0,0,0,83,0
2025-01-02,This message has no text.,0,0,0,0,83,0
2025-01-02,This message has no text.,0,0,0,0,83,0
2025-01-02,This message has no text.,0,0,0,0,83,0
2025-01-03,"Find Out What's Happening Beyond the Barracks - Get Ready to Connect and Stay in the Know!

Join SMP and a special guest for an interactive session about all the exciting events, volunteer opportunities, and activities coming up this month. Whether you're looking for fun or ways to get involved, this live discussion has you covered! Don't miss your chance to plan your month and engage with us. Questions? Bring them along!

See you online - starting 6 January! https://mccs-info.com/3PiS2kg",0,0,0,0,277,0
2025-01-03,"Find Out What's Happening Beyond the Barracks - Get Ready to Connect and Stay in the Know!

Join SMP and a special guest for an interactive session about all the exciting events, volunteer opportunities, and activities coming up this month. Whether you're looking for fun or ways to get involved, this live discussion has you covered! Don't miss your chance to plan your month and engage with us. Questions? Bring them along!

See you online - starting 6 January! https://mccs-info.com/3PiS2kg

",2,2,0,0,82,0
